rid,text,publisher,auto_label,confidence,method,evidence,evidence_title,sim,n_resultados
977235280614502658,Mato Grosso do Sul é o grande líder no desmatamento do Pantanal,NEWS_OECO,unknown,-,abstencao,,,,33
118666567428813002,Barrados no baile das políticas climáticas e de biodiversidade,NEWS_OECO,unknown,-,abstencao,,,,5
1130116564176799643,"Grande Rio tem 11 crianças baleadas nos primeiros meses de 2023, segundo Fogo Cruzado",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,29
433196331899856415,Desmatou? Leva que o terreno é seu,NEWS_OECO,unknown,-,abstencao,,,,2
1035801700892707535,Lira aumenta teto e deputados terão até R$ 135 mil de reembolso médico,NEWS_PODER360,unknown,-,abstencao,,,,3
841817660507130169,Jornalista Marcio Guedes morre aos 75 anos,NEWS_PODER360,true,media,corroboracao,agenciabrasil.ebc.com.br;cnnbrasil.com.br;oglobo.globo.com;terra.com.br,,,25
549881308920375920,"Lava Jato ignorou fraude relatada por Cunha em processo de cassação, diz jornal",NEWS_PODER360,unknown,-,abstencao,,,,3
55436309748474682,“Ação Literária” da Expressão Popular começa nesta sexta (11) e vai até domingo em SP,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
183502230648747273,"&#8216;Queda de refugiados mostra endurecimento de políticas de acolhimento&#8217;, diz especialista sobre dados da Acnur",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
567558234964063876,Carnaval fora de época será de sol com temperaturas amenas no Rio de Janeiro,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,51
314839172099580670,"Apenas sete estados e o DF fazem tratamento de resíduos sólidos no Brasil, aponta relatório",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,4
623278818585001899,"Interesse pela cerimônia do Oscar cai pelo 3º ano seguido, diz pesquisa",NEWS_PODER360,unknown,-,abstencao,,,,0
184954797453635205,Rios Voadores: ex-servidor do Ibama é impedido de exercer cargo de chefia,NEWS_OECO,unknown,-,abstencao,,,,1
300577972043929841,Rajoy revela lista de novos ministros do Governo espanhol,NEWS_ECO,unknown,-,abstencao,,,,1
1063420957118733272,"Democracia ficou inabalada após atos de 8 de janeiro, diz Weber",NEWS_PODER360,unknown,-,abstencao,,,,10
509371464514631561,Frei Sérgio morreu de tanto viver,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,10
266251632481586483,CGD: Saiba quais os balcões que vão encerrar,NEWS_ECO,unknown,-,abstencao,,,,43
630786093526801327,"7 em 10 brasileiros desconfiam do trabalho da polícia, diz PoderData",NEWS_PODER360,unknown,-,abstencao,,,,6
1091044084535135226,Marcas que apostam em realidade virtual e aumentada vendem mais,NEWS_ECO,unknown,-,abstencao,,,,39
137290057881693741,"Com chegada de Toledo, Peru tem 3 ex-presidentes presos na mesma penitenciária",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,7
823073489774590078,"Com Bolsonaro, número de conflitos no campo é o maior dos últimos 10 anos",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,57
168214249221952613,Google: novo Android 9 Pie tem maior presença de inteligência artificial,NEWS_PODER360,unknown,-,abstencao,,,,19
831277556666547046,Fortalezenses vão às ruas para pedir mais empregos e defender a aposentadoria,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
22454146620166539,Trump se solidariza com Elizabeth 2ª após afastamento de Harry e Meghan Markle,NEWS_PODER360,unknown,-,abstencao,,,,0
756077376496267586,Portugal regista mais 11.006 casos de Covid e 23 mortes,NEWS_ECO,unknown,-,abstencao,,,,1
621892413721469935,"Anos que faltam para concluir a execução do Portugal 2020 não vão ser um &#8220;mar de rosas&#8221;, diz Nelson Souza",NEWS_ECO,unknown,-,abstencao,,,,0
262987669666567464,Papa e líderes mundiais homenageiam Fidel Castro; Cuba terá luto oficial de nove dias,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
1078912127608130269,"Hoje nas notícias: PCP, falhas dos deputados e propinas",NEWS_ECO,unknown,-,abstencao,,,,1
837712342300663918,"Intervenção no Rio não se propôs a &#8216;fazer mágica&#8217;, diz Raul Jungmann",NEWS_PODER360,unknown,-,abstencao,,,,0
723657664109805518,A expansão humana e o encolhimento da biodiversidade,NEWS_OECO,unknown,-,abstencao,,,,0
278713377046503442,Macron e Scholz defendem Europa mais forte em resposta a Trump,NEWS_PODER360,unknown,-,abstencao,,,,1
1135181014792517528,Casa de apoio às mulheres vítimas de violência é inaugurada em BH,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,48
671988121301717540,"Morre prefeito de Hortolândia, Ângelo Perugini, pioneiro na luta por reforma agrária",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
764631973367875146,Bitcoin já ganha 20%. É o melhor arranque de ano desde 2012,NEWS_ECO,unknown,-,abstencao,,,,0
581159567496495793,"Galp ganha 1,6% e dá força à bolsa de Lisboa",NEWS_ECO,unknown,-,abstencao,,,,14
473021924707830496,"Helicóptero achado em Paraibuna não tinha caixa-preta, diz polícia",NEWS_PODER360,true,media,corroboracao,estadao.com.br;g1.globo.com;oglobo.globo.com,,,10
726141431241404765,Dilma diz que PIB do Brics já superou o do G7,NEWS_PODER360,unknown,-,abstencao,,,,6
345070302827838373,"Atraso na demarcação de terras indígenas leva a degradação de biomas, mostra estudo",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,6
1118527169922588188,"Exigência de visto é retrocesso, diz CEO do Bondinho",NEWS_PODER360,unknown,-,abstencao,,,,1
806092301214615241,"Casos de síndrome respiratória estão em queda, diz InfoGripe",NEWS_PODER360,unknown,-,abstencao,,,,43
1025865719040708054,Biden diz que aplicação do cessar-fogo em Gaza caberá a Trump,NEWS_PODER360,unknown,-,abstencao,,,,5
1097339048956438673,Sem renda e impedidos de estudar: pandemia agrava situação de quilombolas em Minas,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
1099994451474863285,Poder360 e Flipboard lançam parceria para publicação de notícias,NEWS_PODER360,unknown,-,abstencao,,,,0
681908192071712999,"Claro diz vender telemedicina do Einstein, mas hospital nega acordo",NEWS_PODER360,unknown,-,abstencao,,,,0
476941397726344498,Festa das Águas celebra Iemanjá e Oxum nesta quinta (2),NEWS_BRASILDEFATO,unknown,-,abstencao,,,,31
755205958628757597,João Fonseca vence ATP 250 na Argentina e fatura US$ 100 mil,NEWS_PODER360,unknown,-,abstencao,,,,2
618537593863520101,Lula volta ao Brasil e prioriza nova regra fiscal,NEWS_PODER360,unknown,-,abstencao,,,,26
690261927926486674,STJ decide que gabinete de Janja será julgado em Brasília,NEWS_PODER360,unknown,-,abstencao,,,,3
792360705191818338,Discurso de posse de nova ministra da Agricultura preocupa ambientalistas e indígenas,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
302571475268456290,"UE assina parcerias de segurança e defesa com Austrália, Gana e Islândia",NEWS_ECO,unknown,-,abstencao,,,,7
1075785150956706923,"Tenho certeza que Bolsonaro participou de golpe, diz Lula",NEWS_PODER360,unknown,-,abstencao,,,,77
1075898794378418125,Blogueiro Eduardo Guimarães denuncia “ditadura do judiciário”,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
703318586848509954,Abanca sai da Media Capital e quer ficar com 10% da Cofina,NEWS_ECO,unknown,-,abstencao,,,,2
473339629269840006,Lula volta da Ásia e soma 9 dias fora do Brasil em 2026,NEWS_PODER360,unknown,-,abstencao,,,,7
415485227589174760,"Celac não pode ser &#8220;clube de amigos ideológicos&#8221;, diz Lacalle Pou",NEWS_PODER360,unknown,-,abstencao,,,,0
320313741869297076,FUP discute calendário de mobilizações e adesão da categoria à greve geral,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
843180735899909115,Oposição pede renúncia de Temer e movimentos populares querem &#8220;Diretas Já&#8221;,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
99123043418402668,Ex-editor lança plataforma com lista de e-mail de antiga empresa,NEWS_PODER360,unknown,-,abstencao,,,,0
460913526626468636,BC reduz dólar e quadruplica percentual de yuan em reservas,NEWS_PODER360,unknown,-,abstencao,,,,0
207366659329621370,"Turismo e imigração ajudam Espanha a crescer 3,2% em 2024",NEWS_ECO,unknown,-,abstencao,,,,5
451349669843278896,Movimentos e parlamentares buscam caminhos para evitar despejos em massa após as eleições,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,5
883232482808476888,"Após ataques de Milei a Lula e Moraes, Itamaraty convoca embaixador argentino para reunião",NEWS_BRASILDEFATO,true,media,corroboracao,band.com.br;cnnbrasil.com.br;correiobraziliense.com.br;estadao.com.br;terra.com.br,,,32
1063278084929056826,China volta a responder Trump com tarifas sobre produtos agrícolas e medidas contra 26 empresas dos EUA,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,65
115340151560795940,Mostra de Cinema Antimanicomial inicia com denúncias e cobra fim de hospital psiquiátrico no DF,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
1143367365623927129,Risco iminente: estado do Rio tem aumento de 11% dos casos de dengue em relação a 2021,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
940543783514462693,Lucro recorde da Galp dá segundo maior dividendo. Estado vai encaixar 40 milhões,NEWS_ECO,unknown,-,abstencao,,,,10
398481436687211567,FAB faz menos voos com autoridades em 2024; Barroso e Lira lideram,NEWS_PODER360,unknown,-,abstencao,,,,5
811787685233640225,Associação alauita cita &#8220;corpos no mar&#8221; e &#8220;limpeza étnica&#8221; na Síria,NEWS_PODER360,unknown,-,abstencao,,,,0
989340343699151349,Moro e Bretas assistem juntos à estreia de filme da Lava Jato,NEWS_PODER360,unknown,-,abstencao,,,,2
124462051759821907,"Um terço da população aprova e um terço rejeita Bolsonaro, diz Datafolha",NEWS_PODER360,unknown,-,abstencao,,,,1
623751544730401483,"Sem indústria e sem tecnologia, Pampa gaúcho também está perdendo a sua população",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
380397949588662952,"Leilão da cessão onerosa não deve ser partidarizado, diz presidente do TCU",NEWS_PODER360,unknown,-,abstencao,,,,0
180893346588317513,"Senado homenageará Janja, Rosa Weber e mais 5 mulheres",NEWS_PODER360,unknown,-,abstencao,,,,8
494539701722374320,Ato vai reunir mães de vítimas da violência do Estado na Baixada Fluminense,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
1117790677136205026,Líder da UGT acusa ministros de &#8220;desrespeito&#8221;. Apela a Marcelo,NEWS_ECO,unknown,-,abstencao,,,,0
578686568323434474,Parlamento adia votação e já não vai regulamentar lóbi antes das eleições. PS acusa PSD de &#8220;incapacidade de resistir às pressões&#8221;,NEWS_ECO,unknown,-,abstencao,,,,0
339055652104047532,Jerónimo de Sousa afirma que reguladores &#8220;têm um trabalho a cumprir e a concretizar&#8221; no caso de Isabel dos Santos,NEWS_ECO,unknown,-,abstencao,,,,0
947940592050533544,Putin é reeleito para quarto mandato como presidente da Rússia,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,44
704123127881196479,Centeno defende estabilidade europeia e sugere descida controlada das taxas de juro,NEWS_ECO,unknown,-,abstencao,,,,2
447740371022651647,Vereador em Minas diz que tem que &#8220;matar cachorro de rua&#8221;; MP foi acionado,NEWS_PODER360,unknown,-,abstencao,,,,0
192744053029069941,"Brasil atende a interesses do latifúndio e do capital internacional, diz pesquisadora",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
364917858146999524,"Em audiência no Senado, Marco Rubio enfrenta críticas por ação na Venezuela e admite possibilidade de novos ataques",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
1119884207961605197,Livro reúne análises de 60 autores sobre as denúncias contra Dallagnol e Moro,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
1079157277261382368,É metaleiro? Tem um jogo de perguntas em português,NEWS_ECO,unknown,-,abstencao,,,,0
573007469829691783,"Possível crise de crédito pioraria a economia, diz ex-BC",NEWS_PODER360,unknown,-,abstencao,,,,0
654720534386541453,"Recorde: Governo federal expulsou 142 servidores no 1º trimestre, diz CGU",NEWS_PODER360,unknown,-,abstencao,,,,0
831955201813433237,Como impeachment gerou desarranjo institucional e escancarou debilidade democrática,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
1089537854645161375,Brasil passa de 200 mil casos confirmados de covid-19 e chega perto das 14 mil mortes,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,53
274519447389986816,PSD terá relatoria e MDB presidência de comissão do Orçamento de 2020,NEWS_PODER360,unknown,-,abstencao,,,,21
1024538056083027964,Rosângela Moro sobre o marido e Bolsonaro: &#8216;Uma coisa só&#8217;,NEWS_PODER360,unknown,-,abstencao,,,,0
1030345583164387399,Ana Matos é a nova diretora comercial sul da VCS-VERSPIEREN,NEWS_ECO,unknown,-,abstencao,,,,4
161151832063005288,Venezuela denuncia ataque a embaixada na Noruega e já soma seis atentados a representações diplomáticas desde a posse de Maduro,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
272724171763672238,"Seguidores dos Bolsonaros atacam Alcolumbre, Maia, ministros e STF",NEWS_PODER360,unknown,-,abstencao,,,,0
2960966436509247,"Há 30 anos, criação do Mercosul pôs fim às tensões entre Brasil e Argentina",NEWS_PODER360,unknown,-,abstencao,,,,26
390413942926739144,Regras Covid obrigaram à demissão do comissário europeu. Caso foi agora arquivado pela justiça,NEWS_ECO,unknown,-,abstencao,,,,0
419999369341903638,Estão abertas as inscrições para o Enem 2022; o prazo vai até o dia 21 de maio,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,51
825068909752725271,"Tradição, cultura e muita fé! Mais de 250 mil pessoas marcaram presença na Festa do Pau da Bandeira de Santo Antônio",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
119147507200908500,Doria vai apresentar plano para saída gradual do isolamento em SP,NEWS_PODER360,unknown,-,abstencao,,,,7
599363977848643005,"Futuro das notícias locais é “informação cívica”, diz relatório",NEWS_PODER360,unknown,-,abstencao,,,,0
528829656738128367,"Após anos de mobilização social, prefeito de BH assina decreto que transforma Mata do Jardim América em espaço público",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
528332368243140501,Um em cada quatro médicos tem mais de 65 anos e 5 mil vão aposentar-se até 2030,NEWS_ECO,unknown,-,abstencao,,,,13
798311453961754025,"Embora minoritários, ativistas pediram fechamento do Congresso e do STF",NEWS_PODER360,unknown,-,abstencao,,,,1
669206288971064734,Randolfe Rodrigues diz ter assinaturas suficientes para abrir a CPI do MEC no Senado,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,10
495733747924192067,"Contas certas, pensões, salário, habitação. Há mais a unir do que a separar PS e AD",NEWS_ECO,unknown,-,abstencao,,,,2
1071567987303424037,"Ministros do Supremo aprovam indicação de Zanin; Moro e Dallagnol, não: veja repercussão",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,4
980685793303700038,Lisboa ainda não é Barcelona? Não está assim tão longe,NEWS_ECO,unknown,-,abstencao,,,,14
769592313316250217,"Após incêndio e paralisação, Artesp determina que CPTM retome linhas privatizadas por Tarcísio em SP",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,9
986625157197938689,CGD: Advogados de Domingues vão ser ouvidos na nova comissão,NEWS_ECO,unknown,-,abstencao,,,,0
591903727765879707,Beto Richa (PSDB) e mais oito deputados paranaenses assinam urgência de projeto para anistiar golpistas,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,6
788383019151539847,Lindbergh diz que líder da Oposição quer blindar Michelle Bolsonaro,NEWS_PODER360,unknown,-,abstencao,,,,1
938579778527790824,Famurs reafirma que municípios têm autonomia para suspender aulas presenciais,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
328478992801670517,Segurança Social abre os cordões à bolsa e paga milhões em apoios esta semana,NEWS_ECO,unknown,-,abstencao,,,,1
901481285270914976,"Morre dom Angélico, bispo que rezou missa antes de Lula se entregar à PF em 2018",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
412389169562548559,"&#8220;Lula não vai baixar a cabeça&#8221;, diz Janja em repúdio ao vandalismo",NEWS_PODER360,unknown,-,abstencao,,,,0
11710459275892158,"Decisões, anúncios e milhões. Governo de prego a fundo a caminho da demissão",NEWS_ECO,unknown,-,abstencao,,,,0
20606489345206573,Solidariedade e resistência cubana seguem fazendo história 62 anos após revolução,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,2
967020072357712686,"De acordo com cientista político, operação será encerrada com objetivos de Putin alcançados",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
76953071145135037,Torrestir e Transuniverse assinam parceria na Bélgica,NEWS_ECO,unknown,-,abstencao,,,,2
993727580701359094,"&#8216;Tortura institucional&#8217;, diz Glauber Braga sobre processo que pede sua cassação no Conselho de Ética",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
85208802603628574,Ex-bilionário de Hong Kong é o primeiro condenado por &#8216;conluio com forças estrangeiras&#8217;,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
195953567572289328,Chineses e americanos disputam banco da Fundação Oriente,NEWS_ECO,unknown,-,abstencao,,,,0
303787302198380324,"Alvo do partido em 2016, Dilma tem homenagem discreta em congresso do PSB",NEWS_PODER360,unknown,-,abstencao,,,,0
709339128751581076,Marco Vinholi é eleito presidente do PSDB de São Paulo,NEWS_PODER360,true,media,corroboracao,estadao.com.br;g1.globo.com;oglobo.globo.com,,,47
782887616462575076,Armazém do Campo Recife celebra dois anos com live e campanha de solidariedade,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
1067325188413226326,Entregar declaração ao TC? É uma remoção de uma liberdade pessoal,NEWS_ECO,unknown,-,abstencao,,,,0
409534196272333626,Carlos diz que se reuniu com Marinho para falar da campanha de Flávio,NEWS_PODER360,unknown,-,abstencao,,,,38
580600706823073497,Twitter de Eduardo Cunha mostra filha pedindo votos a Bolsonaro,NEWS_PODER360,unknown,-,abstencao,,,,8
1012079377399338069,Fazendeiro é flagrado ateando fogo na Chapada dos Veadeiros,NEWS_OECO,unknown,-,abstencao,,,,2
308395862629071606,Miranda cria equipa de trabalho focada na sustentabilidade e ESG,NEWS_ECO,unknown,-,abstencao,,,,2
256716755482013834,Porto acolhe conferência que vai juntar startups e empreendedores de 2 a 4 de maio,NEWS_ECO,unknown,-,abstencao,,,,1
698837467838304779,"Perto do mar do Sul da China, EUA e Filipinas fazem maior exercício militar em décadas",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,35
263808342519450654,"Bolsa despenca 29,9% em março e tem pior trimestre da história",NEWS_PODER360,unknown,-,abstencao,,,,3
279144807356005082,Guedes diz não saber se haverá esforço para reforma da Previdência em 2018,NEWS_PODER360,unknown,-,abstencao,,,,11
98690679437401533,Brasil condena ataques dos EUA ao Irã e pede desescalada,NEWS_PODER360,unknown,-,abstencao,,,,39
580479439244638132,Autoeuropa vai retomar segunda-feira produção a 100% com trabalhadores temporários,NEWS_ECO,unknown,-,abstencao,,,,4
221417239390880922,China acusa EUA de travar uma &#8216;guerra ilegítima&#8217; contra o Irã em reunião entre chanceleres em Pequim,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
207432161024725898,"No Maranhão, Flávio Dino segue Nunes Marques e libera funcionamento das igrejas",NEWS_PODER360,unknown,-,abstencao,,,,0
1107879438033516483,"O ego é a razão do fracasso? No Web Summit, é difícil não pensar em Trump",NEWS_ECO,unknown,-,abstencao,,,,0
461812325250148738,China inaugura medalha para diplomatas com dois latino-americanos condecorados por contribuições à &#8216;amizade e cooperação&#8217;,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
722003205729507642,"Rui Costa é minha &#8220;Dilma de calças&#8221;, afirma Lula",NEWS_PODER360,unknown,-,abstencao,,,,0
27043942371220760,"Governo tem tido atitude de defesa dos associados do Montepio, diz Vieira da Silva",NEWS_ECO,unknown,-,abstencao,,,,0
294407131453745302,"IRS, TSU e ADSE &#8220;roubam&#8221; 15% do aumento prometido à Função Pública. Veja as simulações",NEWS_ECO,unknown,-,abstencao,,,,0
599870905118139930,Índia aprova uso emergencial da vacina de Oxford e da Covaxin,NEWS_PODER360,unknown,-,abstencao,,,,11
506174940890584188,"Antes ameaçado, Macêdo diz que Gleisi fará &#8220;bom trabalho&#8221; na SRI",NEWS_PODER360,unknown,-,abstencao,,,,0
735893649925024202,"&#8216;Leite tem um projeto bem claro que é o da privatização&#8217;, afirma diretora de sindicato da educação no RS",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
975390992015870108,"Papa Francisco está “estável, com melhora gradual”, diz Vaticano",NEWS_PODER360,unknown,-,abstencao,,,,2
1117003410077891960,"1° de Maio denuncia entrega do Brasil ao capital internacional, diz presidente da CUT",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,1
1019244195933210714,"Vale tem 100% das ações da Aliança Energia após negócio de R$ 2,7 bi",NEWS_PODER360,unknown,-,abstencao,,,,31
1008640137090684705,"RS tem 1,166 milhão de pessoas já infectadas pelo novo coronavírus",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,0
610666766215148026,AIG e Stone Point Capital formam MGA,NEWS_ECO,unknown,-,abstencao,,,,0
289308693703485663,"Alerta de desmatamento na Amazônia bate recorde em maio, mostra Inpe",NEWS_BRASILDEFATO,unknown,-,abstencao,,,,46
966634883184619338,Falta de informação e obstrução do direito: entraves para acessar o aborto legal em Pernambuco,NEWS_BRASILDEFATO,unknown,-,abstencao,,,,3
